SourceSystem,EntityName,FieldName,LogicalType,TypeName,IsNullable
ProjectData,ScénariosContrainteRessource,ProjetsScénarioRessource,other,Table.Type,FAUX
ProjectData,ScénariosContrainteRessource,RessourceCréation,other,Record.Type,VRAI
ProjectData,ScénariosContrainteRessource,ScénarioContrainteCoût,other,Record.Type,VRAI
ProjectData,ScénariosContrainteRessource,SeuilRépartition,decimal,Decimal.Type,FAUX
ProjectData,ScénariosContrainteRessource,TableTaux,other,Byte.Type,FAUX
ProjectData,ScénariosContrainteRessource,TypeContrainte,other,Byte.Type,FAUX
ProjectData,ScénariosContrainteRessource,TypeEmbauche,other,Byte.Type,FAUX
ProjectData,ScénariosContrainteRessource,ValeurContrainte,decimal,Decimal.Type,FAUX
ProjectData,ServicesAxeStratégiqueEntreprise,AxeStratégique,other,Record.Type,VRAI
ProjectData,ServicesAxeStratégiqueEntreprise,IdAxeStratégiqueEntreprise,string,Text.Type,FAUX
ProjectData,ServicesAxeStratégiqueEntreprise,IdService,string,Text.Type,FAUX
ProjectData,ServicesAxeStratégiqueEntreprise,NomAxeStratégiqueEntreprise,string,Text.Type,VRAI
ProjectData,ServicesAxeStratégiqueEntreprise,NomService,string,Text.Type,VRAI
ProjectData,Tâches,AdresseLienHypertexteTâche,string,Text.Type,VRAI
ProjectData,Tâches,Affectations,other,Table.Type,FAUX
ProjectData,Tâches,Afficherrapport,string,Text.Type,VRAI
ProjectData,Tâches,CRTETâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,ChaîneDateDébutTâche,string,Text.Type,VRAI
ProjectData,Tâches,ChaîneDateFinTâche,string,Text.Type,VRAI
ProjectData,Tâches,ChaîneDuréeTâche,string,Text.Type,VRAI
ProjectData,Tâches,CodelivrableGID,string,Text.Type,VRAI
ProjectData,Tâches,Commentaire_GPR,string,Text.Type,VRAI
ProjectData,Tâches,CoûtBudgétaireTâche,decimal,Decimal.Type,FAUX
ProjectData,Tâches,CoûtFixeRéelTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,CoûtFixeTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,CoûtHeuresSupplémentairesRestantesTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,CoûtHeuresSupplémentairesRéelTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,CoûtHeuresSupplémentairesTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,CoûtNormalRestantTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,CoûtNormalRéelTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,CoûtNormalTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,CoûtRestantTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,CoûtRéelTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,CoûtTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,DateCréationTâche,date,DateTime.Type,FAUX
ProjectData,Tâches,DateDébutLivrableTâche,date,DateTime.Type,VRAI
ProjectData,Tâches,DateDébutRéelleTâche,date,DateTime.Type,VRAI
ProjectData,Tâches,DateDébutTâche,date,DateTime.Type,VRAI
ProjectData,Tâches,DateFinLivrableTâche,date,DateTime.Type,VRAI
ProjectData,Tâches,DateFinRéelleTâche,date,DateTime.Type,VRAI
ProjectData,Tâches,DateFinTâche,date,DateTime.Type,VRAI
ProjectData,Tâches,DateModificationTâche,date,DateTime.Type,FAUX
ProjectData,Tâches,DateapprouvéeDGEI,date,DateTime.Type,VRAI
ProjectData,Tâches,DatedemandéeDGT,date,DateTime.Type,VRAI
ProjectData,Tâches,Dateoccupation,date,DateTime.Type,VRAI
ProjectData,Tâches,DernierPCatteinttache,decimal,Decimal.Type,VRAI
ProjectData,Tâches,DonnéesChronologiquesRéférenceAffectations,other,Table.Type,FAUX
ProjectData,Tâches,DuréeEstiméeTâche,bool,Logical.Type,FAUX
ProjectData,Tâches,DuréeRestanteTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,DuréeRéelleTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,DuréeTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,DébutAuPlusTardTâche,date,DateTime.Type,VRAI
ProjectData,Tâches,DébutAuPlusTôtTâche,date,DateTime.Type,VRAI
ProjectData,Tâches,EAATâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,FinAuPlusTardTâche,date,DateTime.Type,VRAI
ProjectData,Tâches,FinAuPlusTôtTâche,date,DateTime.Type,VRAI
ProjectData,Tâches,IDUniqueClientTâche,int,Int32.Type,FAUX
ProjectData,Tâches,IPCTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,IdAffectationCoûtFixeTâche,string,Text.Type,FAUX
ProjectData,Tâches,IdProjet,string,Text.Type,FAUX
ProjectData,Tâches,IdTâche,string,Text.Type,FAUX
ProjectData,Tâches,IdTâcheParente,string,Text.Type,VRAI
ProjectData,Tâches,IndexTâche,int,Int32.Type,VRAI
ProjectData,Tâches,Indicateurtypetâche,string,Text.Type,VRAI
ProjectData,Tâches,InfosChronologiques,other,Table.Type,FAUX
ProjectData,Tâches,JeuDonnéesChronologiquesPlanningsDeRéférence,other,Table.Type,FAUX
ProjectData,Tâches,LienHypertexteNomConvivialTâche,string,Text.Type,VRAI
ProjectData,Tâches,Lots,bool,Logical.Type,VRAI
ProjectData,Tâches,MargeLibreTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,MargeTotaleTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,NiveauHiérarchiqueTâche,int,Int16.Type,VRAI
ProjectData,Tâches,Nodedossier,string,Text.Type,VRAI
ProjectData,Tâches,NodedossierAGI,string,Text.Type,VRAI
ProjectData,Tâches,NomProjet,string,Text.Type,VRAI
ProjectData,Tâches,NomTâche,string,Text.Type,VRAI
ProjectData,Tâches,NomTâcheParente,string,Text.Type,VRAI
ProjectData,Tâches,NombreRévisionsCrééesTâche,int,Int32.Type,FAUX
ProjectData,Tâches,NombreRévisionsModifiéesTâche,int,Int32.Type,FAUX
ProjectData,Tâches,Numerodelot,string,Text.Type,VRAI
ProjectData,Tâches,NuméroHiérarchiqueTâche,string,Text.Type,VRAI
ProjectData,Tâches,PVCTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,PVPTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,PlanningsDeRéférence,other,Table.Type,FAUX
ProjectData,Tâches,PlanningsDeRéférenceAffectations,other,Table.Type,FAUX
ProjectData,Tâches,PourcentageAchevéTâche,int,Int16.Type,VRAI
ProjectData,Tâches,PourcentagePhysiqueAchevéTâche,int,Int16.Type,VRAI
ProjectData,Tâches,PourcentageTravailAchevéTâche,int,Int16.Type,VRAI
ProjectData,Tâches,PrioritéTâche,int,Int16.Type,VRAI
ProjectData,Tâches,Prisedepossessionlégale,date,DateTime.Type,VRAI
ProjectData,Tâches,Problèmes,other,Table.Type,FAUX
ProjectData,Tâches,Projet,other,Record.Type,VRAI
ProjectData,Tâches,RetardNivellementTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,Risques,other,Table.Type,FAUX
ProjectData,Tâches,SPITâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,Sante,string,Text.Type,VRAI
ProjectData,Tâches,Servicespublics,string,Text.Type,VRAI
ProjectData,Tâches,SousAdresseLienHypertexteTâche,string,Text.Type,VRAI
ProjectData,Tâches,Statut,string,Text.Type,VRAI
ProjectData,Tâches,TCPITâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,TravailBudgétaireTâche,decimal,Decimal.Type,FAUX
ProjectData,Tâches,TravailHeuresSupplémentairesRestantesTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,TravailHeuresSupplémentairesRéellesTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,TravailHeuresSupplémentairesTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,TravailNormalRestantTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,TravailNormalRéelTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,TravailNormalTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,TravailPlanRessourcesTâche,decimal,Decimal.Type,FAUX
ProjectData,Tâches,TravailRestantTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,TravailRéelTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,TravailTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,Typeterrain,string,Text.Type,VRAI
ProjectData,Tâches,TâcheEstActive,bool,Logical.Type,FAUX
ProjectData,Tâches,TâcheEstCritique,bool,Logical.Type,VRAI
ProjectData,Tâches,TâcheEstEnSurutilisation,bool,Logical.Type,VRAI
ProjectData,Tâches,TâcheEstMarquée,bool,Logical.Type,FAUX
ProjectData,Tâches,TâcheEstUnJalon,bool,Logical.Type,VRAI
ProjectData,Tâches,TâcheExterne,bool,Logical.Type,FAUX
ProjectData,Tâches,TâcheIgnoreCalendrierRessources,bool,Logical.Type,FAUX
ProjectData,Tâches,TâchePilotéeParEffort,bool,Logical.Type,FAUX
ProjectData,Tâches,TâchePlanifiéeManuellement,bool,Logical.Type,FAUX
ProjectData,Tâches,TâcheRécapitulative,bool,Logical.Type,VRAI
ProjectData,Tâches,TâcheRécapitulativeProjet,bool,Logical.Type,VRAI
ProjectData,Tâches,TâcheRécurrente,bool,Logical.Type,FAUX
ProjectData,Tâches,UIDGestionnaireÉtatTâche,string,Text.Type,FAUX
ProjectData,Tâches,VAATâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,VATâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,VCTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,VPTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,VSTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,VariationCoûtTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,VariationDuréeTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,VariationDébutTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,VariationFinTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,VariationTravailTâche,decimal,Decimal.Type,VRAI
ProjectData,Tâches,WBSGPR,string,Text.Type,VRAI
ProjectData,Tâches,WBSTâche,string,Text.Type,VRAI
ProjectData,Tâches,ÉcartPC0PC1,decimal,Decimal.Type,VRAI
ProjectData,Tâches,ÉcartPC0PC2,decimal,Decimal.Type,VRAI
ProjectData,Tâches,ÉcartPC0PC3,decimal,Decimal.Type,VRAI
ProjectData,Tâches,ÉcartPC0PC4,decimal,Decimal.Type,VRAI
ProjectData,Tâches,ÉcartPC0PC5,decimal,Decimal.Type,VRAI
ProjectData,Tâches,ÉcartPC0PC6,decimal,Decimal.Type,VRAI
ProjectData,Tâches,ÉcartPC0PC7,decimal,Decimal.Type,VRAI
ProjectData,Tâches,ÉchéanceTâche,date,DateTime.Type,VRAI
ProjectData,Tâches,Étatdel’indicateur,bool,Logical.Type,VRAI
