"EntityName_EN","Column_EN","CandidateRows","DistinctCandidateRows","ExactRows","HeuristicRows","NoMatchRows"
"Projects","ProjectName","14","14","14","0","0"
"ProjectWorkflowStageDataSet","ProjectName","14","14","14","0","0"
"ResourceDemandTimephasedDataSet","ProjectName","14","14","14","0","0"
"ResourceDemandTimephasedDataSet","ResourceId","14","14","0","14","0"
"Resources","ResourceId","14","14","0","14","0"
"ResourceScenarioProjects","ProjectName","14","14","14","0","0"
"ResourceTimephasedDataSet","ResourceId","14","14","0","14","0"
"Risks","ProjectName","14","14","14","0","0"
"RiskTaskAssociations","ProjectName","14","14","14","0","0"
"RiskTaskAssociations","RelatedProjectId","14","14","2","12","0"
"TaskBaselines","ProjectName","14","14","14","0","0"
"TaskBaselineTimephasedDataSet","ProjectName","14","14","14","0","0"
"Tasks","ProjectName","14","14","14","0","0"
"TaskTimephasedDataSet","ProjectName","14","14","14","0","0"
"TimesheetLines","ProjectName","14","14","14","0","0"
"AssignmentBaselineTimephasedDataSet","TimeByDay","13","13","13","0","0"
"AssignmentTimephasedDataSet","TimeByDay","13","13","13","0","0"
"EngagementsTimephasedDataSet","TimeByDay","13","13","13","0","0"
"ResourceDemandTimephasedDataSet","TimeByDay","13","13","13","0","0"
"ResourceTimephasedDataSet","TimeByDay","13","13","13","0","0"
"TaskBaselineTimephasedDataSet","TimeByDay","13","13","13","0","0"
"TaskTimephasedDataSet","TimeByDay","13","13","13","0","0"
"TimeSet","TimeByDay","13","13","13","0","0"
"TimesheetLineActualDataSet","TimeByDay","13","13","13","0","0"
"CostScenarioProjects","Priority","10","10","10","0","0"
"Issues","Priority","10","10","10","0","0"
"PortfolioAnalysisProjects","Priority","10","10","10","0","0"
"ResourceScenarioProjects","Priority","10","10","10","0","0"
"AssignmentBaselines","AssignmentId","9","9","0","9","0"
"AssignmentBaselineTimephasedDataSet","AssignmentId","9","9","0","9","0"
"Assignments","AssignmentId","9","9","0","9","0"
"AssignmentTimephasedDataSet","AssignmentId","9","9","0","9","0"
"TimesheetLines","AssignmentId","9","9","0","9","0"
"Assignments","TaskIsActive","8","8","8","0","0"
"AssignmentTimephasedDataSet","TaskIsActive","8","8","8","0","0"
"Issues","AssignedToResource","8","8","8","0","0"
"Issues","Category","8","8","8","0","0"
"Issues","DueDate","8","8","8","0","0"
"Issues","NumberOfAttachments","8","8","8","0","0"
"Issues","Owner","8","8","8","0","0"
"Risks","AssignedToResource","8","8","8","0","0"
"Risks","Category","8","8","8","0","0"
"Risks","DueDate","8","8","8","0","0"
"Risks","NumberOfAttachments","8","8","8","0","0"
"Risks","Owner","8","8","8","0","0"
"Tasks","TaskIsActive","8","8","8","0","0"
"TaskTimephasedDataSet","TaskIsActive","8","8","8","0","0"
"AssignmentBaselines","TaskName","7","7","7","0","0"
"AssignmentBaselineTimephasedDataSet","TaskName","7","7","7","0","0"
"Assignments","TaskName","7","7","7","0","0"
"AssignmentTimephasedDataSet","TaskName","7","7","7","0","0"
"IssueTaskAssociations","TaskName","7","7","7","0","0"
"RiskTaskAssociations","TaskName","7","7","7","0","0"
"TaskBaselines","TaskName","7","7","7","0","0"
"TaskBaselineTimephasedDataSet","TaskName","7","7","7","0","0"
"Tasks","TaskName","7","7","7","0","0"
"TaskTimephasedDataSet","TaskName","7","7","7","0","0"
"TimesheetLines","TaskName","7","7","7","0","0"
"AssignmentBaselines","BaselineNumber","6","6","6","0","0"
"AssignmentBaselineTimephasedDataSet","BaselineNumber","6","6","6","0","0"
"AssignmentBaselineTimephasedDataSet","FiscalPeriodId","6","6","0","6","0"
"Assignments","ResourceName","6","6","6","0","0"
"AssignmentTimephasedDataSet","FiscalPeriodId","6","6","0","6","0"
"BusinessDrivers","ModifiedByResourceId","6","6","0","6","0"
"BusinessDrivers","ModifiedByResourceName","6","6","6","0","0"
"CostConstraintScenarios","AnalysisId","6","6","0","6","0"
"CostConstraintScenarios","AnalysisName","6","6","6","0","0"
"CostConstraintScenarios","ModifiedByResourceId","6","6","0","6","0"
"CostConstraintScenarios","ModifiedByResourceName","6","6","6","0","0"
"CostScenarioProjects","AnalysisId","6","6","0","6","0"
"CostScenarioProjects","AnalysisName","6","6","6","0","0"
"Engagements","ModifiedByResourceId","6","6","0","6","0"
"Engagements","ModifiedByResourceName","6","6","6","0","0"
"Engagements","ResourceName","6","6","6","0","0"
"EngagementsTimephasedDataSet","ResourceName","6","6","6","0","0"
"FiscalPeriods","FiscalPeriodId","6","6","0","6","0"
"PortfolioAnalyses","AnalysisId","6","6","0","6","0"
"PortfolioAnalyses","AnalysisName","6","6","6","0","0"
"PortfolioAnalyses","ModifiedByResourceId","6","6","0","6","0"
"PortfolioAnalyses","ModifiedByResourceName","6","6","6","0","0"
"PortfolioAnalysisProjects","AnalysisId","6","6","0","6","0"
"PortfolioAnalysisProjects","AnalysisName","6","6","6","0","0"
"Prioritizations","ModifiedByResourceId","6","6","0","6","0"
"Prioritizations","ModifiedByResourceName","6","6","6","0","0"
"ProjectBaselines","BaselineNumber","6","6","6","0","0"
"ResourceConstraintScenarios","AnalysisId","6","6","0","6","0"
"ResourceConstraintScenarios","AnalysisName","6","6","6","0","0"
"ResourceConstraintScenarios","ModifiedByResourceId","6","6","0","6","0"
"ResourceConstraintScenarios","ModifiedByResourceName","6","6","6","0","0"
"ResourceDemandTimephasedDataSet","FiscalPeriodId","6","6","0","6","0"
"ResourceDemandTimephasedDataSet","ResourceName","6","6","6","0","0"
"Resources","ResourceName","6","6","6","0","0"
"ResourceScenarioProjects","AnalysisId","6","6","0","6","0"
"ResourceScenarioProjects","AnalysisName","6","6","6","0","0"
"ResourceTimephasedDataSet","FiscalPeriodId","6","6","0","6","0"
"ResourceTimephasedDataSet","ResourceName","6","6","6","0","0"
"TaskBaselines","BaselineNumber","6","6","6","0","0"
"TaskBaselineTimephasedDataSet","BaselineNumber","6","6","6","0","0"
"TaskBaselineTimephasedDataSet","FiscalPeriodId","6","6","0","6","0"
"TaskTimephasedDataSet","FiscalPeriodId","6","6","0","6","0"
"TimeSet","FiscalPeriodId","6","6","0","6","0"
"TimesheetLineActualDataSet","ResourceName","6","6","6","0","0"
"TimesheetLines","TimesheetOwner","6","6","0","6","0"
"Timesheets","TimesheetOwner","6","6","0","6","0"
"BusinessDrivers","CreatedByResourceId","5","5","0","5","0"
"BusinessDrivers","CreatedByResourceName","5","5","5","0","0"
"CostConstraintScenarios","CreatedByResourceId","5","5","0","5","0"
"CostConstraintScenarios","CreatedByResourceName","5","5","5","0","0"
"Deliverables","StartDate","5","5","5","0","0"
"Engagements","CommittedWork","5","5","5","0","0"
"Engagements","ProposedWork","5","5","5","0","0"
"EngagementsTimephasedDataSet","CommittedWork","5","5","5","0","0"
"EngagementsTimephasedDataSet","ProposedWork","5","5","5","0","0"
"Issues","IssueId","5","5","5","0","0"
"IssueTaskAssociations","IssueId","5","5","5","0","0"
"PortfolioAnalyses","CreatedByResourceId","5","5","0","5","0"
"PortfolioAnalyses","CreatedByResourceName","5","5","5","0","0"
"PortfolioAnalysisProjects","Duration","5","5","5","0","0"
"PortfolioAnalysisProjects","StartDate","5","5","5","0","0"
"Prioritizations","CreatedByResourceId","5","5","0","5","0"
"Prioritizations","CreatedByResourceName","5","5","5","0","0"
"ResourceConstraintScenarios","CreatedByResourceId","5","5","0","5","0"
"ResourceConstraintScenarios","CreatedByResourceName","5","5","5","0","0"
"Risks","RiskId","5","5","5","0","0"
"RiskTaskAssociations","RiskId","5","5","5","0","0"
"TimesheetLineActualDataSet","TimesheetLineId","5","5","0","5","0"
"TimesheetLines","TimesheetLineId","5","5","0","5","0"
"TimesheetPeriods","PeriodId","5","5","0","5","0"
"TimesheetPeriods","StartDate","5","5","5","0","0"
"Timesheets","PeriodId","5","5","0","5","0"
"Timesheets","StartDate","5","5","5","0","0"
"AssignmentBaselines","AssignmentType","4","4","4","0","0"
"Assignments","AssignmentActualCost","4","4","4","0","0"
"Assignments","AssignmentActualOvertimeCost","4","4","4","0","0"
"Assignments","AssignmentActualOvertimeWork","4","4","4","0","0"
"Assignments","AssignmentActualWork","4","4","4","0","0"
"Assignments","AssignmentBudgetCost","4","4","4","0","0"
"Assignments","AssignmentBudgetMaterialWork","4","4","4","0","0"
"Assignments","AssignmentBudgetWork","4","4","4","0","0"
"Assignments","AssignmentCost","4","4","4","0","0"
"Assignments","AssignmentMaterialActualWork","4","4","4","0","0"
"Assignments","AssignmentMaterialWork","4","4","4","0","0"
"Assignments","AssignmentOvertimeCost","4","4","4","0","0"
"Assignments","AssignmentOvertimeWork","4","4","4","0","0"
"Assignments","AssignmentResourcePlanWork","4","4","4","0","0"
"Assignments","AssignmentType","4","4","4","0","0"
"Assignments","AssignmentWork","4","4","4","0","0"
"AssignmentTimephasedDataSet","AssignmentActualCost","4","4","4","0","0"
"AssignmentTimephasedDataSet","AssignmentActualOvertimeCost","4","4","4","0","0"
"AssignmentTimephasedDataSet","AssignmentActualOvertimeWork","4","4","4","0","0"
"AssignmentTimephasedDataSet","AssignmentActualWork","4","4","4","0","0"
"AssignmentTimephasedDataSet","AssignmentBudgetCost","4","4","4","0","0"
"AssignmentTimephasedDataSet","AssignmentBudgetMaterialWork","4","4","4","0","0"
"AssignmentTimephasedDataSet","AssignmentBudgetWork","4","4","4","0","0"
"AssignmentTimephasedDataSet","AssignmentCost","4","4","4","0","0"
"AssignmentTimephasedDataSet","AssignmentMaterialActualWork","4","4","4","0","0"
"AssignmentTimephasedDataSet","AssignmentMaterialWork","4","4","4","0","0"
"AssignmentTimephasedDataSet","AssignmentOvertimeCost","4","4","4","0","0"
"AssignmentTimephasedDataSet","AssignmentOvertimeWork","4","4","4","0","0"
"AssignmentTimephasedDataSet","AssignmentResourcePlanWork","4","4","4","0","0"
"AssignmentTimephasedDataSet","AssignmentWork","4","4","4","0","0"
"BusinessDriverDepartments","DepartmentId","4","4","0","4","0"
"BusinessDriverDepartments","DepartmentName","4","4","4","0","0"
"CostConstraintScenarios","ScenarioId","4","4","0","4","0"
"CostConstraintScenarios","ScenarioName","4","4","4","0","0"
"CostScenarioProjects","ScenarioId","4","4","0","4","0"
"CostScenarioProjects","ScenarioName","4","4","4","0","0"
"Issues","Discussion","4","4","4","0","0"
"Issues","Resolution","4","4","4","0","0"
"PortfolioAnalyses","DepartmentId","4","4","0","4","0"
"PortfolioAnalyses","DepartmentName","4","4","4","0","0"
"PortfolioAnalyses","PrioritizationId","4","4","0","4","0"
"PortfolioAnalyses","PrioritizationName","4","4","4","0","0"
"PortfolioAnalysisProjects","Locked","4","4","4","0","0"
"PrioritizationDriverRelations","PrioritizationId","4","4","0","4","0"
"PrioritizationDriverRelations","PrioritizationName","4","4","4","0","0"
"PrioritizationDrivers","PrioritizationId","4","4","0","4","0"
"PrioritizationDrivers","PrioritizationName","4","4","4","0","0"
"Prioritizations","DepartmentId","4","4","0","4","0"
"Prioritizations","DepartmentName","4","4","4","0","0"
"Prioritizations","PrioritizationId","4","4","0","4","0"
"Prioritizations","PrioritizationName","4","4","4","0","0"
"ResourceConstraintScenarios","ScenarioId","4","4","0","4","0"
"ResourceConstraintScenarios","ScenarioName","4","4","4","0","0"
"Resources","ResourceIsGeneric","4","4","4","0","0"
"ResourceScenarioProjects","ScenarioId","4","4","0","4","0"
"ResourceScenarioProjects","ScenarioName","4","4","4","0","0"
"Risks","ContingencyPlan","4","4","4","0","0"
"Risks","Cost","4","4","4","0","0"
"Risks","CostExposure","4","4","4","0","0"
"Risks","Exposure","4","4","4","0","0"
"Risks","Impact","4","4","4","0","0"
"Risks","MitigationPlan","4","4","4","0","0"
"Risks","Probability","4","4","4","0","0"
"Risks","TriggerDescription","4","4","4","0","0"
"Risks","TriggerTask","4","4","4","0","0"
"Tasks","TaskActualCost","4","4","4","0","0"
"Tasks","TaskActualWork","4","4","4","0","0"
"Tasks","TaskBudgetCost","4","4","4","0","0"
"Tasks","TaskBudgetWork","4","4","4","0","0"
"Tasks","TaskCost","4","4","4","0","0"
"Tasks","TaskOvertimeWork","4","4","4","0","0"
"Tasks","TaskResourcePlanWork","4","4","4","0","0"
"Tasks","TaskWork","4","4","4","0","0"
"TaskTimephasedDataSet","TaskActualCost","4","4","4","0","0"
"TaskTimephasedDataSet","TaskActualWork","4","4","4","0","0"
"TaskTimephasedDataSet","TaskBudgetCost","4","4","4","0","0"
"TaskTimephasedDataSet","TaskBudgetWork","4","4","4","0","0"
"TaskTimephasedDataSet","TaskCost","4","4","4","0","0"
"TaskTimephasedDataSet","TaskOvertimeWork","4","4","4","0","0"
"TaskTimephasedDataSet","TaskResourcePlanWork","4","4","4","0","0"
"TaskTimephasedDataSet","TaskWork","4","4","4","0","0"
"TimesheetClasses","DepartmentId","4","4","0","4","0"
"TimesheetClasses","DepartmentName","4","4","4","0","0"
"TimesheetLineActualDataSet","ActualOvertimeWorkBillable","4","4","4","0","0"
"TimesheetLineActualDataSet","ActualOvertimeWorkNonBillable","4","4","4","0","0"
"TimesheetLineActualDataSet","ActualWorkBillable","4","4","4","0","0"
"TimesheetLineActualDataSet","ActualWorkNonBillable","4","4","4","0","0"
"TimesheetLineActualDataSet","PlannedWork","4","4","4","0","0"
"TimesheetLines","ActualOvertimeWorkBillable","4","4","4","0","0"
"TimesheetLines","ActualOvertimeWorkNonBillable","4","4","4","0","0"
"TimesheetLines","ActualWorkBillable","4","4","4","0","0"
"TimesheetLines","ActualWorkNonBillable","4","4","4","0","0"
"TimesheetLines","PlannedWork","4","4","4","0","0"
"TimesheetLines","TimesheetId","4","4","0","4","0"
"TimesheetLines","TimesheetStatusId","4","4","4","0","0"
"TimesheetPeriods","PeriodStatusId","4","4","4","0","0"
"Timesheets","PeriodStatusId","4","4","4","0","0"
"Timesheets","TimesheetId","4","4","0","4","0"
"Timesheets","TimesheetStatusId","4","4","4","0","0"
"Assignments","AssignmentBookingId","3","3","3","0","0"
"Assignments","AssignmentModifiedDate","3","3","3","0","0"
"Assignments","TimesheetClassId","3","3","0","3","0"
"AssignmentTimephasedDataSet","AssignmentModifiedDate","3","3","3","0","0"
"BusinessDriverDepartments","BusinessDriverId","3","3","0","3","0"
"BusinessDriverDepartments","BusinessDriverName","3","3","3","0","0"
"BusinessDrivers","BusinessDriverId","3","3","0","3","0"
"BusinessDrivers","BusinessDriverName","3","3","3","0","0"
"CostScenarioProjects","AbsolutePriority","3","3","3","0","0"
"Deliverables","DeliverableId","3","3","3","0","0"
"Deliverables","FinishDate","3","3","3","0","0"
"Engagements","EngagementId","3","3","0","3","0"
"Engagements","EngagementName","3","3","3","0","0"
"EngagementsComments","EngagementId","3","3","0","3","0"
"EngagementsComments","EngagementName","3","3","3","0","0"
"EngagementsTimephasedDataSet","EngagementId","3","3","0","3","0"
"EngagementsTimephasedDataSet","EngagementName","3","3","3","0","0"
"PortfolioAnalysisProjects","AbsolutePriority","3","3","3","0","0"
"PrioritizationDrivers","BusinessDriverId","3","3","0","3","0"
"PrioritizationDrivers","BusinessDriverName","3","3","3","0","0"
"Projects","EnterpriseProjectTypeId","3","3","0","3","0"
"Projects","OptimizerDecisionID","3","3","3","0","0"
"Projects","PlannerDecisionID","3","3","3","0","0"
"ProjectWorkflowStageDataSet","StageId","3","3","1","2","0"
"Resources","RBS","3","3","3","0","0"
"Resources","ResourceStatusId","3","3","0","3","0"
"Resources","ResourceType","3","3","3","0","0"
"ResourceScenarioProjects","AbsolutePriority","3","3","3","0","0"
"Tasks","TaskIsProjectSummary","3","3","3","0","0"
"Tasks","TaskModifiedDate","3","3","3","0","0"
"TaskTimephasedDataSet","TaskIsProjectSummary","3","3","3","0","0"
"TaskTimephasedDataSet","TaskModifiedDate","3","3","3","0","0"
"TimesheetClasses","TimesheetClassId","3","3","0","3","0"
"TimesheetLineActualDataSet","Comment","3","3","3","0","0"
"TimesheetLines","TimesheetClassId","3","3","0","3","0"
"TimesheetLines","TimesheetLineStatus","3","3","3","0","0"
"TimesheetLines","TimesheetLineStatusId","3","3","3","0","0"
"TimesheetLines","TimesheetName","3","3","3","0","0"
"TimesheetPeriods","PeriodName","3","3","3","0","0"
"Timesheets","Comment","3","3","3","0","0"
"Timesheets","PeriodName","3","3","3","0","0"
"Timesheets","TimesheetName","3","3","3","0","0"
"AssignmentBaselines","AssignmentBaselineBudgetCost","2","2","2","0","0"
"AssignmentBaselines","AssignmentBaselineBudgetMaterialWork","2","2","2","0","0"
"AssignmentBaselines","AssignmentBaselineBudgetWork","2","2","2","0","0"
"AssignmentBaselines","AssignmentBaselineCost","2","2","2","0","0"
"AssignmentBaselines","AssignmentBaselineMaterialWork","2","2","2","0","0"
"AssignmentBaselines","AssignmentBaselineModifiedDate","2","2","2","0","0"
"AssignmentBaselines","AssignmentBaselineWork","2","2","2","0","0"
"AssignmentBaselineTimephasedDataSet","AssignmentBaselineBudgetCost","2","2","2","0","0"
"AssignmentBaselineTimephasedDataSet","AssignmentBaselineBudgetMaterialWork","2","2","2","0","0"
"AssignmentBaselineTimephasedDataSet","AssignmentBaselineBudgetWork","2","2","2","0","0"
"AssignmentBaselineTimephasedDataSet","AssignmentBaselineCost","2","2","2","0","0"
"AssignmentBaselineTimephasedDataSet","AssignmentBaselineMaterialWork","2","2","2","0","0"
"AssignmentBaselineTimephasedDataSet","AssignmentBaselineModifiedDate","2","2","2","0","0"
"AssignmentBaselineTimephasedDataSet","AssignmentBaselineWork","2","2","2","0","0"
"Assignments","AssignmentActualFinishDate","2","2","2","0","0"
"Assignments","AssignmentActualRegularCost","2","2","2","0","0"
"Assignments","AssignmentActualRegularWork","2","2","2","0","0"
"Assignments","AssignmentActualStartDate","2","2","2","0","0"
"Assignments","AssignmentACWP","2","2","2","0","0"
"Assignments","AssignmentBCWP","2","2","2","0","0"
"Assignments","AssignmentBCWS","2","2","2","0","0"
"Assignments","AssignmentCostVariance","2","2","2","0","0"
"Assignments","AssignmentCreatedDate","2","2","2","0","0"
"Assignments","AssignmentCreatedRevisionCounter","2","2","2","0","0"
"Assignments","AssignmentCV","2","2","2","0","0"
"Assignments","AssignmentDelay","2","2","2","0","0"
"Assignments","AssignmentFinishDate","2","2","2","0","0"
"Assignments","AssignmentFinishVariance","2","2","2","0","0"
"Assignments","AssignmentIsOverallocated","2","2","2","0","0"
"Assignments","AssignmentIsPublished","2","2","2","0","0"
"Assignments","AssignmentModifiedRevisionCounter","2","2","2","0","0"
"Assignments","AssignmentPeakUnits","2","2","2","0","0"
"Assignments","AssignmentPercentWorkCompleted","2","2","2","0","0"
"Assignments","AssignmentRegularCost","2","2","2","0","0"
"Assignments","AssignmentRegularWork","2","2","2","0","0"
"Assignments","AssignmentRemainingCost","2","2","2","0","0"
"Assignments","AssignmentRemainingOvertimeCost","2","2","2","0","0"
"Assignments","AssignmentRemainingOvertimeWork","2","2","2","0","0"
"Assignments","AssignmentRemainingRegularCost","2","2","2","0","0"
"Assignments","AssignmentRemainingRegularWork","2","2","2","0","0"
"Assignments","AssignmentRemainingWork","2","2","2","0","0"
"Assignments","AssignmentResourceType","2","2","2","0","0"
"Assignments","AssignmentStartDate","2","2","2","0","0"
"Assignments","AssignmentStartVariance","2","2","2","0","0"
"Assignments","AssignmentSV","2","2","2","0","0"
"Assignments","AssignmentVAC","2","2","2","0","0"
"Assignments","AssignmentWorkVariance","2","2","2","0","0"
"Assignments","IsPublic","2","2","2","0","0"
"Assignments","TypeDescription","2","2","2","0","0"
"Assignments","TypeName","2","2","2","0","0"
"AssignmentTimephasedDataSet","AssignmentActualRegularCost","2","2","2","0","0"
"AssignmentTimephasedDataSet","AssignmentActualRegularWork","2","2","2","0","0"
"AssignmentTimephasedDataSet","AssignmentRegularCost","2","2","2","0","0"
"AssignmentTimephasedDataSet","AssignmentRegularWork","2","2","2","0","0"
"AssignmentTimephasedDataSet","AssignmentRemainingCost","2","2","2","0","0"
"AssignmentTimephasedDataSet","AssignmentRemainingOvertimeCost","2","2","2","0","0"
"AssignmentTimephasedDataSet","AssignmentRemainingOvertimeWork","2","2","2","0","0"
"AssignmentTimephasedDataSet","AssignmentRemainingRegularCost","2","2","2","0","0"
"AssignmentTimephasedDataSet","AssignmentRemainingRegularWork","2","2","2","0","0"
"AssignmentTimephasedDataSet","AssignmentRemainingWork","2","2","2","0","0"
"CostConstraintScenarios","ScenarioDescription","2","2","2","0","0"
"CostScenarioProjects","ForceAliasLookupTableId","2","2","0","2","0"
"CostScenarioProjects","ForceAliasLookupTableName","2","2","2","0","0"
"CostScenarioProjects","ForceStatus","2","2","2","0","0"
"CostScenarioProjects","HardConstraintValue","2","2","2","0","0"
"FiscalPeriods","FiscalPeriodName","2","2","2","0","0"
"IssueTaskAssociations","RelatedProjectName","2","2","2","0","0"
"IssueTaskAssociations","RelationshipType","2","2","2","0","0"
"Projects","OptimizerCommitDate","2","2","2","0","0"
"Projects","OptimizerDecisionAliasLookupTableId","2","2","0","2","0"
"Projects","OptimizerDecisionName","2","2","2","0","0"
"Projects","OptimizerSolutionName","2","2","2","0","0"
"Projects","ParentProjectId","2","2","0","2","0"
"Projects","PlannerCommitDate","2","2","2","0","0"
"Projects","PlannerDecisionAliasLookupTableId","2","2","0","2","0"
"Projects","PlannerDecisionName","2","2","2","0","0"
"Projects","PlannerEndDate","2","2","2","0","0"
"Projects","PlannerSolutionName","2","2","2","0","0"
"Projects","PlannerStartDate","2","2","2","0","0"
"Projects","ProjectAuthorName","2","2","2","0","0"
"Projects","ProjectCalculationsAreStale","2","2","2","0","0"
"Projects","ProjectCalendarDuration","2","2","2","0","0"
"Projects","ProjectCategoryName","2","2","2","0","0"
"Projects","ProjectCompanyName","2","2","2","0","0"
"Projects","ProjectCreatedDate","2","2","2","0","0"
"Projects","ProjectCurrency","2","2","2","0","0"
"Projects","ProjectDescription","2","2","2","0","0"
"Projects","ProjectEarnedValueIsStale","2","2","2","0","0"
"Projects","ProjectFinishDate","2","2","2","0","0"
"Projects","ProjectKeywords","2","2","2","0","0"
"Projects","ProjectManagerName","2","2","2","0","0"
"Projects","ProjectModifiedDate","2","2","2","0","0"
"Projects","ProjectOwnerId","2","2","0","2","0"
"Projects","ProjectStartDate","2","2","2","0","0"
"Projects","ProjectStatusDate","2","2","2","0","0"
"Projects","ProjectSubject","2","2","2","0","0"
